S. No.,Tests,category_id,Banglore_price,Description
707,GE005 - CHROMOSOME BREAKAGE STUDY (FANCONI ANEMIA ),BLOOD,"13,910","Blood (3-4ml each)
in Heparin Green Top"
708,GE005 - CHROMOSOME BREAKAGE STUDY (FANCONI ANEMIA ),BLOOD,"12,140","3 ml of Blood In Na-
Heparin Vacutainer"
709,MDIL002 - CLOPIDOGREL CYP2C19 SENSITIVITY TEST,BLOOD,"9,350","5 ml of EDTA Whole
Blood"
710,"AF258 - CLOSTRIDIUM DIFFICILE TOXIN A & B & GDH, STOOL",BLOOD,"2,100",20 gm of Fresh Stool In Sterile Container
711,MDIL034 - CMV DETECTION (QUALITATIVE) TEST,BLOOD,"6,380",2 ml of CSF In Sterile Container/ 3 ml of Amniotic Fluid 3 ml of EDTA Plasma/ 5 ml of Saliva In Sterile Container/ 10 ml of Urine In Sterile Container
712,BI207 - CMV IGG & REFLEX AVIDITY,BLOOD,970,SERUM
713,MDIL035 - CMV VIRAL LOAD DETECTION TEST (QUANTITATIVE),BLOOD,"6,670",3 ml of EDTA Plasma
714,"AF259 - COBALT, BLOOD",BLOOD,"3,540","3 ml of EDTA Whole
Blood"
715,"AF505 - COBALT, URINE (RANDOM)",BLOOD,"3,540","10 ml of 24 Hours Urine In Acid Wash Container/ ""10 ml of Spot Urine In Acid Wash Container"""
716,LQ047 - COCAINE URINE,BLOOD,610,5 ml of Spot Urine
717,"MI024 - COCCIDIAN PARASITES, MODIFIED ZN - STOOL",BLOOD,210,"STOOL IN LEAK PROOF STERILE, SCREW CAPPED
CONTAINER."
718,CPN009 - COMPLETE HAEMOGRAM WITH PS,BLOOD,310,"WHOLE BLOOD
EDTA"
719,"CPN009 - Complete Haemogram with PS (Complete Blood Count,
ESR, PBS)",BLOOD,310,"WHOLE BLOOD
EDTA"
720,"AF261 - COPPER, 24 HRS URINE",BLOOD,"1,810","10 ml of 24 Hours Urine In
Acid Wash Container"
721,"LV003 - COPPER, SERUM",BLOOD,"1,810",3 ml of Serum
722,"LV004 - COPPER, URINE SPOT",BLOOD,"1,810","10 ml of 24 Hours Urine In Acid Wash
Container"
723,GE003 - CORD BLOOD KARYOTYPING,BLOOD,"6,860","Blood (1-2ml each) in Heparin Green
Top"
724,"BI208 - CORTISOL MIDNIGHT, SERUM",BLOOD,495,SERUM (TIMING- 11pm-12 AM)
725,"AF509 - CPK MM FRACTION, SERUM",BLOOD,"9,210",3 ml of Serum
726,"AF506 - CPK, BB FRACTION, SERUM",BLOOD,"9,210",3 ml of Serum
727,"AF507 - CPK, ISOENZYMES, SERUM",BLOOD,"9,210",3 ml of Serum
728,AF111 - CRYOGLOBULIN-QUALITATIVE,BLOOD,900,3 ml of Serum
729,"MI054 - CRYPTOCOCCAL ANTIGEN, CSF",BLOOD,"2,200",CSF
730,"MI050 - CRYPTOCOCCAL ANTIGEN, SERUM",BLOOD,"1,550",SERUM
731,"LM056 - CRYPTOCOCCUS ANTIGEN DETECTION, CSF",BLOOD,"1,900",CSF
732,"MI050 - CRYPTOCOCCUS ANTIGEN DETECTION, SERUM",BLOOD,"1,900",Serum
733,"AF128 - CRYPTOCOCCUS ANTIGEN DETECTION, STOOL",BLOOD,"1,840",10 Gms of Stool
734,"MI036 - CULTURE - AFB, MGIT (3 - SAMPLES)",BLOOD,"1,290",SPUTUM
735,"MI025 - CULTURE AEROBIC & SUSCEPTIBILITY, CSF",BLOOD,490,CSF
736,"MI034 - CULTURE, AEROBIC & SUSCEPTIBILITY,VAGINAL SWAB",BLOOD,490,VAGINAL SWAB
737,"MI037 - CULTURE, WATER, PRESUMPTIVE COLIFORM COUNT",BLOOD,490,WATER
738,LP013 - CYSTATIN C,BLOOD,"1,190",Serum
739,"LV090 - CYSTICERCUS IGG ANTIBODIES, CSF",BLOOD,"1,530",CSF
740,"AF511 - CYSTICERCUS IGG ANTIBODIES, SERUM",BLOOD,"1,430",Serum
741,AF512 - CYTOLOGY SECCOND OPINION SERVICES,BLOOD,960,Stained Slides
742,AF236 - CYTOPLASMIC CD79A,BLOOD,"2,100","3 ml of EDTA Whole
Blood"
743,LM026 - DELETION 11Q ATM (CLL),BLOOD,"6,380",3 ml of Bone Marrow In Na Heparin Vacutainer/ 3 ml of Blood In Na Heparin Vacutainer
744,"LM027 - DELETION 13Q MULTIPLE MYELOMA, CLL",BLOOD,"6,380",3 ml of Bone Marrow In Na Heparin Vacutainer/ 3 ml of Blood In Na Heparin Vacutainer
745,"LM025 - DELETION 17P, P53 (M MYELOMA, CLL) LEUKEMIC FISH",BLOOD,"6,380",3 ml of Bone Marrow In Na Heparin Vacutainer/ 3 ml of Blood In Na Heparin Vacutainer
746,LP028 - DENGUE (RNA DETECTION) QUALITATIVE,BLOOD,"5,240",2 ml of CSF/ 2 ml of EDTA Plasma Or Serum
747,"P034 - DENGUE FEVER PROFILE, EIA, SERUM (DENGUE NS1 AG EIA, DENGUE IGM AB EIA, DENGUE IGG AB, EIA)",BLOOD,"2,500",SERUM
748,"IM011 - DENGUE IGG ANTIBODIES, SERUM",BLOOD,950,SERUM
749,"CPN1033 - Diabeta  Screen  (Glucose Fasting & PP, HbA1c )",BLOOD,400,"FASTING PLASMA FLUORIDE, PLASMA FLUORIDE 2Hrs., WB EDTA"
750,"PN033 - DIABETES COMPREHENSIVE CHECK (CBC, FASTING BLOOD SUGAR, CHOLESTEROL TOTAL, TRIGLYCERIDE, CREATININE, SODIUM, POTASSIUM, CHLORIDE, URINE R/M, INSULIN-F, MICROALBUMIN RANDOM URINE, C PEPTIDE, HBA1C)",BLOOD,"2,600","FASTING PLASMA FLUORIDE,  SERUM, WB EDTA, URINE"
751,"PN030 - DIABETES MONITORING BASIC  - (FASTING BLOOD SUGAR, PP BLOOD SUGAR, HBA1C, CHOLESTEROL TOTAL, TRIGLYCERIDE, UREA, CREATININE)",BLOOD,790,"FASTING PLASMA FLUORIDE, PLASMA FLUORIDE 2Hrs., SERUM, WB EDTA"
752,"PN028 - DIABETES MONITORING PANEL  1 - (FASTING BLOOD SUGAR, PP BLOOD SUGAR, HBA1C, BUN, URIC ACID, MICROALBUMIN RANDOM URINE,CREATININE CHOLESTEROL TOTAL, CHOLESTEROL HDL DIRECT, CHOLESTEROL LDL DIRECT, TRIGLYCERIDE, URINE R/M)",BLOOD,"1,400","FASTING PLASMA FLUORIDE, PLASMA FLUORIDE 2Hrs., SERUM, WB EDTA, URINE"
753,"PN029 - DIABETES MONITORING PANEL  2 - (FASTING BLOOD SUGAR, PP BLOOD SUGAR, HBA1C, CREATININE, URIC ACID, INSULIN FASTING, MICROALBUMIN RANDOM URINE, CHOLESTEROL TOTAL, CHOLESTEROL HDL DIRECT, CHOLESTEROL LDL DIRECT, TRIGLYCERIDE,
URINE R/M)",BLOOD,"1,900","FASTING PLASMA FLUORIDE, PLASMA FLUORIDE 2Hrs., SERUM, WB EDTA, URINE"
754,"PN031 - DIABETES PANEL BASIC (GLUCOSE FASTING, HBA1C)",BLOOD,390,"FASTING PLASMA FLUORIDE, PLASMA FLUORIDE 2Hrs., WB
EDTA"
755,"CPN1034 - Diarrohea Check : ( CBC, Stool R/M,  SODIUM, POTASSIUM, CHLORIDE,)",BLOOD,650,"SERUM, WB EDTA,
Stool"
756,"PN021 - Diarrohea Microbe Confirm  : (CBC, Stool R/M, Stool culture  SGPT, SGOT)",BLOOD,900,"SERUM, WB EDTA,
Stool"
757,"PN022 - DIARROHEA PROFILE 2 (STOOL R/M, SGPT, SGOT, TLC, DLC, STOOL CULTURE, CREATININE, SODIUM, POTASSIUM, CHLORIDE)",BLOOD,940,"WB EDTA, SERUM,
Stool"
758,"H008 - DIFFERENTIAL LEUKOCYTE COUNT, BLOOD",BLOOD,145,"WHOLE BLOOD
EDTA"
759,"LV002 - DRUG, CARBAMAZEPINE, SERUM",BLOOD,810,Serum
760,"LV149 - DRUG, SIROLIMUS (RAPAMYCIN), BLOOD",BLOOD,"4,760","4 ml of EDTA Whole
Blood"
761,"LV152 - DRUG, TACROLIMUS (FK-506), BLOOD (CMIA)",BLOOD,"3,430","3 ml of EDTA Whole
Blood"
762,"AF070 - DRUG, TACROLIMUS (FK-506), BLOOD (LCMS)",BLOOD,"3,430","3 ml of EDTA Whole
Blood"
763,"AF514 - DRUGS OF ABUSE PANEL-6 DRUG PANEL,
QUANTITATIVE",BLOOD,"2,570",10 ml of Spot Urine
764,"AF515 - DRUGS OF ABUSE PANEL-9 DRUG PANEL,
QUANTITATIVE",BLOOD,"3,610",10 ml of Spot Urine
765,AF513 - DUCHENNE MUSCULAR DYSTROPHY (DMD)-PCR,BLOOD,"21,250",5 ml of EDTA Whole Blood/ 20 ml of Amniotic Fluid In vacutainer/ CVS In Sterile Centrifuge Tube
766,LV093 - DUCHENNE MUSCULAR DYSTROPHY (DMD)-PCR (MLPA),BLOOD,"21,250",5 ml of EDTA Whole Blood
767,LV094 - ECHINOCOCCUS DETECTION,BLOOD,670,1Ml of Hydatid Cyst Fluid
768,"P052 - ELECTROLYTES (SODIUM,POTASSIUM,CHLORIDE), URINE",BLOOD,390,RANDOM URINE
769,"P017 - ELECTROLYTES(SODIUM,POTASSIUM,CHLORIDE),24HR URINE",BLOOD,390,24 Hrs. - URINE
770,LM050 - ENA PROFILE,BLOOD,"4,290",Serum
771,"AF071 - ENA SCREEN, SERUM",BLOOD,"1,330",Serum
772,"LV065 - ENDOMYSIAL ANTIBODY IGA, SERUM",BLOOD,"2,000",Serum
773,"LQ055 - ENTAMOEBA HISTOLYTICA ANTIGEN, EIA",BLOOD,"3,830","100 gms of stool in leak
proof container"
774,"LV159 - ENTAMOEBA HISTOLYTICA IGG ANTIBODIES, SERUM",BLOOD,"1,240",Serum
775,"P053 - ENTEROFEVER CHECK  PEDIATRIC, BLOOD (BLOOD CULTURE AEROBIC-BACTEC PEDIATRIC, TYPHOID IGM)",BLOOD,"1,320",INOCULATED BACTEC BOTTLE/ SERUM
776,"P041 - ENTEROFEVER CHECK, BLOOD (BLOOD CULTURE AEROBIC-BACTEC TYPHOID IGM)",BLOOD,"1,320",INOCULATED BACTEC BOTTLE/ SERUM
777,MI206 - ENVIORMENTAL MONITORING - 01 SWABS,BLOOD,600,SWAB
778,MI207 - ENVIORMENTAL MONITORING - 05 SWABS,BLOOD,"1,200",SWAB
779,AF278 - EPSTEIN BARR VIRUS EARLY ANTIGEN IGG ANTIBODIES,BLOOD,"1,710",Serum
780,"AF279 - EPSTEIN BARR VIRUS NUCLEAR ANTIGEN IGG
ANTIBODIES",BLOOD,"1,710",Serum
781,"AF280 - EPSTEIN BARR VIRUS NUCLEAR ANTIGEN IGM
ANTIBODIES",BLOOD,"1,710",Serum
782,AF281 - EPSTEIN BARR VIRUS VIRAL CAPSID ANTIGEN IGG,BLOOD,"1,710",Serum
783,LV019 - EPSTEIN BARR VIRUS VIRAL CAPSID ANTIGEN IGM,BLOOD,"1,530",Serum
784,LV095 - EPSTEIN-BARR  VIRUS (EBV) DNA PCR,BLOOD,"5,530",3 ml of EDTA Whole Blood/ 1 ml CSF In Sterile Container
785,"BI112 - ESTRIOL UNCONJUGATED (E3), SERUM",BLOOD,990,SERUM
786,AF284 - EVEROLIMUS,BLOOD,"4,670",3 ml of EDTA Whole Blood
787,LV097 - FACTOR II (PROTHROMBIN) MUTATION DETECTION,BLOOD,"7,090",3 ml of EDTA Whole Blood
788,LV037 - FACTOR IX ACTIVITY,BLOOD,"2,840",Citrated Platelet Poor plasma
789,"MDIL006 - FACTOR V LEIDEN MUTATION ANALYSIS, BLOOD BY RT PCR",BLOOD,"6,940",3 ml of EDTA Whole Blood
790,LQ057 - FACTOR VIII ACTIVITY,BLOOD,"3,110","Citrated Platelet
Poor plasma"
791,"LQ058 - FACTOR XA ANTIBODY, CITRATE BLOOD",BLOOD,"7,090","12 ml of Citrated
Blood"
792,"AF286 - FACTOR XIII  ACTIVITY, CITRATED PLASMA",BLOOD,"1,840",Citrated Platelet Poor plasma
793,"PN025 - FATIGUE PANEL (CBC, ESR, RANDOM BLOOD SUGAR, CREATININE, CALCIUM, MAGNESIUM, SODIUM, POTASSIUM, CHLORIDE, SGPT, TSH, FOLIC ACID, URINE R/M)",BLOOD,"1,800","WB EDTA, SERUM, URINE, PLASMA FLUORIDE, URINE"
794,"CPN1035 - Fever Panel-2 (CBC, WIDAL ESR, Malaria Parasite Smear,URINE R/M,SGPT &SGOT  , Urine C/S)",BLOOD,"1,300","SERUM, WB EDTA, STERILE URINE"
795,"CPN1036 - Fever Panel-3 (CBC, WIDAL ESR, Malaria Parasite Smear,URINE R/M, SGPT, SGOT  , Urine C/S. Blood Culture",BLOOD,"3,000","SERUM, INOCULATED BACTEC BOTTLE, WB EDTA, URINE"
796,"PN003 - FEVER SCREENING PANEL, BLOOD & URINE (CBC, ESR, WIDAL, URINE R/M, SGPT, BLOOD CULTURE AEROBIC, MALARIA AG, TYPHOID IGM, CRP)",BLOOD,"1,900","SERUM, INOCULATED BACTEC BOTTLE, WB EDTA, URINE"
797,"PN080 - FEVER SCREENING PANEL, PEDIATRIC, BLOOD & URINE (CBC, ESR, WIDAL, URINE R/M, SGPT, BLOOD CULTURE AEROBIC PEDIATRIC, MALARIA AG, TYPHOID IGM, CRP)",BLOOD,"1,900","SERUM, WB EDTA, INOCULATED BACTEC BOTTLE, URINE"
798,LP006 - FIBRINOGEN DEGRADATION PRODUCT (FDP),BLOOD,"1,040","Citrated Platelet Poor
plasma"
799,GE017 - FISH FOR BCR-ABL,BLOOD,"3,710",3 ml Bone Marrow In Sodium Heparin Vacutainer/ 3 ml Blood In Sodium Heparin Vacutainer
800,LV168 - FISH FOR CLL (PANEL),BLOOD,"13,330",3 ml of bone marrow  / leukemic blood in Na heparin vacutainer
801,LQ063 - FISH FOR  PML-RARA,BLOOD,"6,940","3 ml of Bone Marrow/ Blood  In Na-Heparin
Vacutainer"
802,LV109 - FISH LSI-1P&19Q CODELETION FOR OLIGODENDROGLIOMAS,BLOOD,"17,710",Paraffin Block
803,"LQ062 - FISH, ETO/AML1",BLOOD,"5,530",3 ml Bone Marrow In Sodium Heparin Vacutainer/ 3 ml Blood In Sodium Heparin Vacutainer
804,AF291 - FLT3 MUTATION DETECTION,BLOOD,"7,790",3 ml of EDTA Whole Blood/ 4 ml Bone Marrow In EDTA Vacutainer
805,GE007 - FRAGILE X CHROMOSOME,BLOOD,"14,290","Blood (1-2ml each)
in Heparin Green Top"
806,"PN317 - Free Androgen index -SHBG ,Total TESTOSTERONE",BLOOD,"2,000",SERUM
807,AF294 - FRUCTOSAMINE,BLOOD,860,Serum
808,MI212 - FUNGAL CULTURE-BACTEC (BLOOD/BODY FLUID),BLOOD,"1,100",Blood / Body Fluid
809,MI211 - FUNGAL DRUG SUSCEPTIBILITY -  (6 DRUGS)  (FOR YEASTS),BLOOD,"1,500",Pure growth of Yeasts
810,AF145 - GALACTOMANNAN ASPERGILLUS ANTIGEN TEST,BLOOD,"7,230",3 ml Serum
811,"AF295 - GALACTOSEMIA CLASSICAL (TRANSFERASE),
QUANTITATIVE",BLOOD,"2,980","4 ml of Blood In
Sodium Heparin"
812,"LM030 - GASTRIN, SERUM",BLOOD,"1,290",Fasting Serum
813,LQ065 - GLIADIN ANTIBODY (IGA),BLOOD,"1,810",Serum
814,LQ066 - GLIADIN ANTIBODY (IGG),BLOOD,"1,810",Serum
815,"LV113 - GLOMERULAR BASEMENT MEMBRANE ANTIBODIES,
SERUM",BLOOD,"1,470",Serum
816,P010 - GLUCOSE TOLERANCE TEST (5 SAMPLES),BLOOD,440,"FASTING PLASMA FLUORIDE,"
817,"AF075 - GLUTAMIC ACID DECARBOXYLASE (GAD 65) ANTIBODY,
SERUM",BLOOD,"6,190",3 ml Serum
818,AF296 - GLYCOPHORIN A (ERYTHROID),BLOOD,"2,100","3 ml of EDTA Whole
Blood"
819,MI039 - GONOCOCCAL SMEAR EXAMINATION,BLOOD,180,"PREPARED SLIDE
/OR SWAB OR GENITAL DISCHARGE."
820,AF297 - GROWTH HORMONE STIMULATION TEST,BLOOD,"2,860","3 ml of Serum (0min, 30,
60, 90, 120 min)"
821,"P014 - GTT-3, GLUCOSE TOLERANCE TEST, WITH 75 G GLUCOSE (FASTING AND 2 SAMPLES- 1 & 2 -HRS.AFTER GLUCOSE, PLASMA AND URINE",BLOOD,240,"PLASMA FLUORIDE, URINE"
822,"P014 - GTT-3,GLUCOSE TOLERANCE TEST, PLASMA & URINE",BLOOD,240,"FASTING PLASMA FLUORIDE,"
823,"P013 - GTT-4, OBSTETRICAL GLUCOSE TOLERANCE TEST, WITH 100 GM GLUCOSE, PLASMA",BLOOD,290,"PLASMA FLUORIDE,"
824,"P010 - GTT-5, GLUCOSE TOLERANCE TEST, WITH 75 GM GLUCOSE (FASTING AND  4 SAMPLES- 0.5, 1,1.5,2 - HRS.AFTER GLUCOSE, PLASMA AND URINE",BLOOD,440,"PLASMA FLUORIDE, URINE"
825,LM001 - HAINS TEST MDR TB,BLOOD,"2,550","Morning Sputum in Sterile Container in Sterile
Container"
826,LM002 - HAINS TEST XDR TB,BLOOD,"4,760","Morning Sputum in Sterile Container in Sterile
Container"
827,AF298 - HAM TEST (ACIDIFIED SERUM LYSIS TEST),BLOOD,"1,140","3 ml EDTA Blood
And 3 ml
Serum"
828,"LV114 - HAPTOGLOBIN, SERUM",BLOOD,"1,900",Serum
829,"P003 - HB & HCT (HEMOGLOBIN  & HEMATOCRIT), BLOOD",BLOOD,180,"WHOLE BLOOD
EDTA"
830,"P002 - HB, TLC, DLC, ESR",BLOOD,230,"WHOLE BLOOD
EDTA"
831,P203 - HB.TC.DC,BLOOD,220,"WHOLE BLOOD
EDTA"
832,LM065 - HBV - GENOTYPE & DRUG RESISTANCE TEST,BLOOD,"7,140","3 ml of EDTA Plasma Or 3
ml Serum"
833,MDIL040 - HCV (QUALITATIVE) DETECTION TEST,BLOOD,"4,000",EDTA PLASMA
834,LV031 - HCV GENOTYPING,BLOOD,"9,900",EDTA PLASMA
835,MDIL041 - HCV VIRAL LOAD (QUANTITATIVE) ASSAY,BLOOD,"4,800",EDTA PLASMA
836,LM041 - HDV SCREEN,BLOOD,"1,810",Serum
837,LM022 - HE4 WITH ROMA INDEX,BLOOD,"2,390",3 ml of Serum
838,"PN039 - HEALTH KUNDLI FOR BRIDE & GROOM (BLOOD GROUP, RPR (VDRL), HBSAG, HIV 1&2, HB HPLC) - FOR 1 PERSON ONLY",BLOOD,"1,800","SERUM, WB EDTA"
839,AF229 - HELICOBACTER  PYLORI  IGA ANTIBODIES,BLOOD,"1,760",3 ml of Serum
840,AF129 - HELICOBACTER  PYLORI  IGG ANTIBODIES,BLOOD,"1,760",3 ml of Serum
841,"AF078 - HELICOBACTER PYLORI ANTIBODY, IGM, SERUM",BLOOD,"1,760",3 ml of Serum
842,"H014 - HEMATOCRIT, BLOOD",BLOOD,130,"WHOLE BLOOD
EDTA"
843,"GE004 - HEMATOLOGIC DISORDER KARYOTYPING(CML,AML,APML,ALL)",BLOOD,"6,860","Bone Marrow (1-
2ml) in Heparin green-Top"
844,"PN316 - HEPATITIS  B VIRUS EVALUATION  (HBsAg, HBsAb, HBeAb, HBeAg, HBc TOTAL, HBc IgM)",BLOOD,"5,000",SERUM
845,"P050 - HEPATITIS  VIRUS, COMPREHENSIVE PROFILE (HAV IGM, HAV IGG, HBSAG, HBSAB, HBEAB, HBEAG, HBC TOTAL, HBC IGM, HCV AB, HEV IGG, HEV IGM)",BLOOD,"8,800",SERUM
846,"P042 - HEPATITIS A & B VIRUS EVALUATION  (HAV IGM, HAV IGG, HBSAG, HBSAB, HBEAB, HBEAG, HBC TOTAL, HBC IGM)",BLOOD,"6,490",SERUM
847,"P047 - HEPATITIS ACUTE VIRUS CONFIRMATION (HAV IGM, HBSAG, HBEAB, HBEAG, HBC IGM, HCV AB, HEV IGM)",BLOOD,"5,500",SERUM
848,"IM016 - HEPATITIS B CORE IGM ANTIBODY, SERUM",BLOOD,990,SERUM
849,"P044 - HEPATITIS B FOLLOW-UP PROFILE (HBSAG, HBSAB)",BLOOD,950,SERUM
850,"IM020 - HEPATITIS B SURFACE ANTIBODY (QUANTITATIVE),
SERUM",BLOOD,800,SERUM
851,"IM022 - HEPATITIS B SURFACE ANTIGEN, CONFIRMATION,
SERUM",BLOOD,"1,300",SERUM
852,AF305 - HEPATITIS B VIRUS GENOTYPING,BLOOD,"14,160",5 ml EDTA Plasma or Serum
853,LM054 - HEPATITIS DELTA VIRUS (HDV) HDV-IGM,BLOOD,"6,800",3 ml of Serum
854,"PN078 - HEPATITIS SCREENING PANEL (CBC, SGOT, SGPT, BILIRUBIN TOTAL, DIRECT, INDIRECT, HBSAG, HAV IGM, HCV AB, HEV IGM)",BLOOD,"2,000","SERUM, WB EDTA"
855,"LV103 - HER-2 NEU, FISH",BLOOD,"9,530","One paraffin embedded tissue block with H and E stained tumor marked slide and with previous histopath and IHC
reports"
856,"IM032 - HERPES SIMPLEX VIRUS 1+2 IGG, SERUM",BLOOD,550,SERUM
857,"IM029 - HERPES SIMPLEX VIRUS 1+2 IGM, SERUM",BLOOD,550,SERUM
858,"IM027 - HERPES SIMPLEX VIRUS 2 IGG, SERUM",BLOOD,600,SERUM
859,"IM028 - HERPES SIMPLEX VIRUS 2 IGM, SERUM",BLOOD,600,SERUM
860,MDIL045 - HIGH RISK HPV DNA DETECTION TEST,BLOOD,"2,240",Cervical scrapping/ sample in LBC Fluid tube/ Vaginal swab/ sample in LBC Fluid tube/ Vaginal swab
861,"PN049 - HIRSUTISM EVALUATION PANEL (DHEAS, TESTOSTERONE TOTAL, TESTOSTERONE FREE, SHBG, LH, FSH, 17 ALPHA OHP) (ONLY FOR FEMALES)",BLOOD,"4,840",SERUM
862,"PN050 - HIRSUTISM SCREEN (DHEAS, TESTOSTERONE TOTAL, TESTOSTERONE FREE) (ONLY FOR FEMALES)",BLOOD,"2,800",SERUM
863,"LQ135 - HISTAMINE, PLASMA",BLOOD,"8,500",3 ml EDTA Plasma
864,"AF082 - HIV 1 RNA, DETECTION, QUALITATIVE",BLOOD,"2,860",5 ml of EDTA Plasma
865,MDIL042 - HIV DETECTION (QUALITATIVE) TEST,BLOOD,"3,430","3 ml EDTA Whole
Blood"
866,AF179 - HIV-1 DRUG RESISTANCE,BLOOD,"13,240",5 ml EDTA Plasma
867,"LQ142 - HLA B27 DETECTION, PCR",BLOOD,"2,960",3 ml of EDTA Whole Blood
868,LM035 - HOMOGENTISIC ACID ALKAPTONURIA,BLOOD,710,10 ml of Spot Urine
869,MDIL047 - HSV TYPE 1 AND 2 DETECTION TEST,BLOOD,"3,810",2 ml of Serum/ Blister Fluid In Sterile Container/ 2 ml of CSF In Sterile Container/ Ulcer Swab In 1ML of Sterile Saline
870,IM005 - HTLV I & II  ANTIBODIES,BLOOD,"4,190",Serum
871,"LV025 - HYDATID SEROLOGY (ECHINOCOCCUS, IGG)",BLOOD,"1,470",Serum
872,"PN034 - HYPERTENSION PANEL (UREA, CREATININE, FASTING BLOOD SUGAR, SODIUM, POTASSIUM, CHLORIDE, LIPID
PROFILE)",BLOOD,"1,300","SERUM, FASTING PLASMA FLUORIDE"
873,AF316 - IGD HEAVY CHAIN (FLOW CYTOMETRY),BLOOD,"4,250","3 ml of  EDTA  /
Heparin Whole
Blood"
874,AF317 - IGF BINDING PROTEIN-3,BLOOD,"3,040",Serum
875,"LV027 - IMMUNOFIXATION ELECTROPHORESIS, SERUM",BLOOD,"6,760",3 ml Serum
876,MI041 - INDIA INK STAIN,BLOOD,220,CSF OR FLUID
877,"PN042 - INFERTILITY PANEL FEMALE (LH, FSH, PROLACTIN, TSH, TESTOSTERONE, PROGESTERONE, E2) (ONLY FOR FEMALES)",BLOOD,"2,530",SERUM
878,"PN062 - INFERTILITY PANEL, MALE (LH, FSH, PROLACTIN, TESTOSTERONE, SHBG) (ONLY FOR MALES)",BLOOD,"2,400",SERUM
879,AF323 - INFLUENZA VIRUS A IGG,BLOOD,"2,410",3 ml of Serum
880,AF324 - INFLUENZA VIRUS B IGG,BLOOD,"2,410",3 ml of Serum
881,"BI203 - INHIBIN A, SERUM",BLOOD,"1,000",SERUM (NOTE: SERUM TO BE SEPARATED FROM RED CELLS WITHIN 30 MIN TO 45 MIN OF SAMPLE COLLECTION)
882,LV042 - INHIBIN B,BLOOD,"1,810",3 ml of Serum
883,CPN048 - INSULIN RESISTANCE (HOMA-IR),BLOOD,600,SERUM / PLASMA FLUORIDE
884,"CPN048 - INSULIN RESISTANCE (HOMA-IR) (FBS, INSULIN-
FASTING)",BLOOD,600,SERUM
885,"LV123 - INTRINSIC FACTOR ANTIBODY, SERUM",BLOOD,"2,190",Serum
886,LQ141 - ISLET CELL ANTIBODY SCREEN WITH REFLEX TO TITER,BLOOD,"2,000",3 ml of Serum
887,AF329 - JAK-2 MUTATION PANEL (EXON 12),BLOOD,"5,710",3 ml EDTA Whole Blood/ 3 ml Bonemarrow In EDTA Vacutainer
888,LV005 - JAK2 V617F MUTATION DETECTION,BLOOD,"5,240",3 ml EDTA Whole Blood/ 3 ml Bonemarrow In EDTA Vacutainer
889,LQ145 - JO-1 IGG ANTIBODIES,BLOOD,"1,390",Serum
890,"PN024 - JOINT PAIN PROFILE (CBC, CALCIUM, URIC ACID, ALKALINE PHOSPHATE, BUN, PHOSPHORUS)",BLOOD,620,"SERUM, WB EDTA"
891,LP011 - KALA-AZAR,BLOOD,"2,410",3ml of serum
892,"PN035 - KIDNEY DIALYSIS PANEL (RANDOM BLOOD SUGAR, CREATININE, URIC ACID, CHOLESTEROL TOTAL, PROTEIN TOTAL, ALBUMIN, A:G RATIO, ALKALINE PHOSPHATASE, CALCIUM, PHOSPHORUS, SODIUM, POTASSIUM, CHLORIDE, BUN, CBC, URINE R/M)",BLOOD,"1,450","PLASMA FLUORIDE, SERUM, WB EDTA, URINE"
893,LV017 - KIDNEY STONE ANALYSIS,BLOOD,"1,040","Urinary Stone
Sample In
Plain"
894,AF334 - KRAS MUTATION DETECTION,BLOOD,"5,710","Tumor Positive Block
/ FFPES & Slides"
895,"AF084 - LACTATE, PLASMA",BLOOD,960,Fluoride Plasma
896,"AF335 - LAMICTAL/LAMOTRIGINE,SERUM",BLOOD,"5,810",3 ml EDTA Plasma
897,AF336 - LAP (LEUCOCYTE ALKALINE PHOSPHATASE/NEUTROPHIL ALK,BLOOD,"1,040","5 Peripheral Blood Smears
And EDTA Blood, History Reqd"
898,"LM066 - LDH ISOENZYMES GEL ELECTROPHORESIS, SERUM",BLOOD,"3,810",3 ml of Serum
899,"LV125 - LEAD, BLOOD",BLOOD,"1,670","3 ml EDTA Whole
Blood"
900,"AF149 - LEAD, URINE",BLOOD,"1,670",10 ml of 24 Hours Urine In Dark Container. No Preservative/ 10 ml of Spot Urine In Dark Container
901,LP011 - LEISHMANIA ANTIBODY (KALAAZAR),BLOOD,"1,610",Serum
902,LV126 - LEISHMANIA DONOVANI BODIES DETECTION,BLOOD,860,"2 ml EDTA Bone Marrow, Smears Reqd/ 2 ml EDTA Blood And Direct Smear"
903,SE007 - *LEISHMANIAL ANTIBODY (KALAZAR),BLOOD,950,SERUM
904,LQ0131 - LEPTIN,BLOOD,"5,530",3 ml of Serum
905,LM057 - LEVETIRACETAM,BLOOD,"7,090",3 ml of Serum (Without gel tube)
